0   AL ROKER PRODUCTIONS INC , 01/01/2002 , 01/01/2004
0   EXCEL TRANSPORTATION SERVICE INC , 01/01/2002 , 01/01/2004
857   SIEMENS VDO AUTOMOTIVE CORPORATION , 01/01/2002 , 01/01/2004
0   ROSE AGENCIES INC , 01/01/2002 , 01/01/2004
0   MCKINSEY & CO INC UNITED STATES , 01/01/2002 , 01/01/2004
0   MCKINSEY & COMPANY INC US , 01/01/2002 , 01/01/2004
0   MUREX NORTH AMERICA INC , 01/01/2002 , 01/01/2004
4   JONATHAN APPAREL INC , 01/01/2002 , 01/01/2004
10   BLACKROCK FINANCIAL MANAGEMENT INC , 01/01/2002 , 01/01/2004
0   BLACKROCK FINANCIAL MGR INC , 01/01/2002 , 01/01/2004
1   STEINER SPORTS MARKETING , 01/01/2002 , 01/01/2004
0   GEM DIAM INC , 01/01/2002 , 01/01/2004
126   WIRELESS FACILITIES INC , 01/01/2002 , 01/01/2004
105   R GA MEDIA GROUP INC , 01/01/2002 , 01/01/2004
0   RGA MEDIA GROUP INC , 01/01/2002 , 01/01/2004
0   KEMPEN & CO USA INC , 01/01/2002 , 01/01/2004
39   I O R TECHNOLOGIES INC , 01/01/2002 , 01/01/2004
172   NEW YORK MODEL MANAGEMENT INC , 01/01/2002 , 01/01/2004
0   GRAMERCY MODELS , 01/01/2002 , 01/01/2004
0   FASHION STATE CORP , 01/01/2002 , 01/01/2004
5   UBS SECURITIES LLC , 01/01/2002 , 01/01/2004
0   TCG SOFTWARE SVCS INC , 01/01/2002 , 01/01/2004
0   DELOITTE & TOUCHE LLP , 01/01/2002 , 01/01/2004
2   DRESDNER KLEINWORT WASSERSTEIN , 01/01/2002 , 01/01/2004
0   BROADWAY CAPRICE CORPORATION , 01/01/2002 , 01/01/2004
449   PERSONAL COMMUNICATION CENTER , 01/01/2002 , 01/01/2004
0   MEOW INC DBA REBECCA TAYLOR , 01/01/2002 , 01/01/2004
0   COGNIZANT TECH SOLUTIONS U S CORP , 01/01/2002 , 01/01/2004
0   COGNIZANT TECH SOLUTIONS US CORP , 01/01/2002 , 01/01/2004
0   GALLEON MANAGEMENT LP , 01/01/2002 , 01/01/2004
7   PCS NITROGEN INC , 01/01/2002 , 01/01/2004
320   JEAN MARTIN INC , 01/01/2002 , 01/01/2004
0   NADRI INC , 01/01/2002 , 01/01/2004
0   DINEXGROUP LLC , 01/01/2002 , 01/01/2004
84   LIPPERT COMPONENTS INC , 01/01/2002 , 01/01/2004
0   OPENWAVE COMPUTING LLC , 01/01/2002 , 01/01/2004
0   OKUMUS CAPITAL LLC , 01/01/2002 , 01/01/2004
0   FITCH RATINGS , 01/01/2002 , 01/01/2004
0   GLOBALDATA MANAGEMENT GORP , 01/01/2002 , 01/01/2004
0   MST GEN CONTRACTING RESTORATION , 01/01/2002 , 01/01/2004
0   AS DESIGNS & CONTRACTING INC/N Y , 01/01/2002 , 01/01/2004
0   INFOWAVE SYSTEMS INC , 01/01/2002 , 01/01/2004
33   PRICEWATERHOUSECOOPERS LLP , 01/01/2002 , 01/01/2004
1   FANTASIA WORLD INC , 01/01/2002 , 01/01/2004
0   METROSTAR DISTRIBUTION INC , 01/01/2002 , 01/01/2004
0   THE PEPSI BOTTLING GROUP INC , 01/01/2002 , 01/01/2004
0   MORGAN STANLEY CAPITAL INTL INC , 01/01/2002 , 01/01/2004
0   TRUMP MODEL MANAGEMENT , 01/01/2002 , 01/01/2004
0   ETHERCOM NORTH AMERICA INC , 01/01/2002 , 01/01/2004
91   DYNAMIC CAPITAL MANAGEMENT LLC , 01/01/2002 , 01/01/2004
0   BART HALPERN INC , 01/01/2002 , 01/01/2004
3   QUIXOTIC SYSTEMS INC , 01/01/2002 , 01/01/2004
0   THERADYNAMIC PHYSICAL THERAPY , 01/01/2002 , 01/01/2004
0   TRANSLATIONS  COM , 01/01/2002 , 01/01/2004
0   SRIVEN SYSTEMS INC , 01/01/2002 , 01/01/2004
0   SEAMLESSWEB PROFESSIONAL SOLUTIONS , 01/01/2002 , 01/01/2004
0   JUTTA NEUMANN NEW YORK INC , 01/01/2002 , 01/01/2004
0   NAMU DESIGN INC , 01/01/2002 , 01/01/2004
3   DBS WIRELESS INC , 01/01/2002 , 01/01/2004
0   CINEMAYA INC , 01/01/2002 , 01/01/2004
20   DATASYNAPSE INC , 01/01/2002 , 01/01/2004
0   YAGEO AMERICA CORPORATION , 01/01/2002 , 01/01/2004
5   SID COMPUTER GROUP INC , 01/01/2002 , 01/01/2004
99   TRINITY TECHNOLOGIES INC , 01/01/2002 , 01/01/2004
0   BURO HAPPOLD INC , 01/01/2002 , 01/01/2004
12   
